2.52764,0.97931,0.791137,1.34333,-2.98882,3.43183,2.97502,2.05828,0.197134,3.99083
2.5403,0.979724,0.822095,1.5,-2.99513,3.42209,2.97909,2.0702,0.27024,4.00186
2.54832,0.986772,0.839033,1.94,-2.9967,3.41115,2.98669,2.07397,0.310508,4.01458
2.54882,0.9605,0.853991,2.35667,-3.00075,3.39339,2.99673,2.0743,0.399448,4.02356
2.5403,0.96231,0.853806,2.48333,-3.00579,3.39115,3.00667,2.06618,0.377231,4.03777
2.54436,0.991493,0.862918,2.69333,-3.00615,3.41773,3.0121,2.06664,0.330434,4.05178
2.53834,0.972944,0.842981,2.81,-3.00494,3.4286,3.02481,2.06098,0.344063,4.05699
2.54977,0.995403,0.867282,2.92667,-2.99778,3.44255,3.02868,2.07197,0.318993,4.06389
2.55158,1.01564,0.878764,2.93333,-3.0122,3.43614,3.04262,2.06926,0.321474,4.07073
2.54518,1.00893,0.846825,3,-3.01603,3.43399,3.04927,2.06661,0.320823,4.07244
2.54991,1.01217,0.840758,3.23333,-3.01772,3.45737,3.05542,2.07182,0.339746,4.07584
2.53492,1.03117,0.785127,3.25333,-3.0158,3.44042,3.05542,2.07302,0.160558,4.08429
2.50406,1.01255,0.721935,1.86333,-2.98955,3.46156,3.06666,2.05728,0.0634732,4.07754
2.50572,1.04033,0.694377,0.94,-2.97851,3.46782,3.07038,2.05979,0.00654926,4.07923
2.52376,1.04063,0.726481,1.32333,-2.98532,3.46156,3.07731,2.06604,0.127133,4.09268
2.54164,1.05723,0.775889,2.16333,-2.99133,3.46156,3.08283,2.06892,0.233276,4.10264
2.55818,1.06453,0.825323,2.57,-2.9832,3.44999,3.08329,2.08926,0.230901,4.10759
2.58027,1.0757,0.868133,3.08333,-2.97764,3.44999,3.08329,2.10475,0.325242,4.11741
2.57543,1.0689,0.847081,3.57667,-2.98386,3.42968,3.08557,2.11425,0.215986,4.11904
2.57418,1.05274,0.838024,3.99,-2.98973,3.41773,3.09013,2.112,0.27896,4.12228
2.58812,1.02422,0.911294,3.93333,-3.00438,3.41773,3.09467,2.11039,0.425153,4.14155
2.5801,1.03477,0.891537,3.69667,-3.0023,3.42318,3.09784,2.12175,0.29426,4.14155
2.57737,1.05048,0.878358,2.93667,-2.98781,3.40342,3.10144,2.11372,0.282489,4.1463
2.55976,1.06186,0.854156,2.29667,-2.98024,3.40895,3.10459,2.11185,0.0536645,4.14472
2.56185,1.06596,0.837527,2.00333,-2.96808,3.41444,3.10683,2.10726,0.0977084,4.15261
2.57637,1.0758,0.851414,1.73333,-2.96486,3.39674,3.10906,2.11569,0.20299,4.16667
2.58842,1.07869,0.869026,1.68333,-2.95974,3.40674,3.11174,2.11714,0.292535,4.16976
2.6045,1.10281,0.907176,2.4,-2.94556,3.41335,3.11485,2.13072,0.302976,4.17592
2.61803,1.12112,0.910677,2.45667,-2.94193,3.41882,3.12104,2.13546,0.371408,4.18814
2.62527,1.1315,0.929306,2.60667,-2.93378,3.40231,3.12281,2.14608,0.327983,4.18965
2.63141,1.14219,0.943688,2.84667,-2.92882,3.42209,3.125,2.15113,0.345602,4.19419
2.6298,1.14752,0.945454,2.92333,-2.90685,3.42751,3.12808,2.16061,0.283545,4.2017
2.63814,1.14453,0.958513,2.96667,-2.91637,3.40009,3.13157,2.16355,0.334892,4.20767
2.64797,1.14886,0.988103,2.96333,-2.91037,3.39339,3.13288,2.16992,0.325415,4.21065
2.66322,1.16941,0.997161,3.33,-2.8995,3.39786,3.13462,2.18276,0.360796,4.21509
2.66614,1.16521,0.996933,3.45333,-2.89142,3.39563,3.14243,2.18258,0.367801,4.22391
2.68547,1.17143,0.981952,3.46333,-2.88894,3.38665,3.14501,2.2011,0.386875,4.21951
2.6938,1.18165,0.954893,3.49,-2.88342,3.37759,3.14759,2.2149,0.397863,4.22829
2.70373,1.1769,0.982985,3.45667,-2.86684,3.38665,3.15145,2.22894,0.425864,4.23989
2.70306,1.17003,0.988804,3.57667,-2.85043,3.39563,3.15657,2.22692,0.444869,4.24276
2.72429,1.16797,1.02947,3.97333,-2.84432,3.39451,3.16167,2.2441,0.5825,4.24276
2.73527,1.18671,1.04202,4.07667,-2.82937,3.43183,3.1659,2.25341,0.573244,4.2442
2.75194,1.21269,1.00752,4.07333,-2.8204,3.44575,3.17011,2.26712,0.610293,4.25135
2.77217,1.23834,1.04343,4.16667,-2.80469,3.47197,3.1768,2.28788,0.623181,4.25986
2.79399,1.25299,1.09833,4.55667,-2.8017,3.50955,3.18346,2.30118,0.719332,4.2683
2.79544,1.28114,1.13009,4.91333,-2.78727,3.49953,3.1913,2.30174,0.714079,4.27528
2.79863,1.30007,1.13118,5.41,-2.78364,3.50955,3.20193,2.30716,0.708565,4.28082
2.8043,1.31574,1.12029,5.56333,-2.78458,3.47919,3.21044,2.30747,0.747596,4.28634
2.81089,1.35732,1.10705,4.82333,-2.77033,3.45316,3.21447,2.30962,0.717558,4.29592
2.80756,1.35516,1.10414,3.99,-2.74887,3.43614,3.22087,2.31906,0.616382,4.30676
2.81252,1.3598,1.11697,3.89333,-2.73097,3.44255,3.2312,2.32036,0.635595,4.3108
2.81705,1.37046,1.13807,4.17333,-2.71888,3.44362,3.2422,2.32106,0.640333,4.31348
2.83489,1.38803,1.17972,4.78667,-2.7084,3.44999,3.25347,2.34143,0.661548,4.33205
2.8496,1.39275,1.18197,5.98,-2.69716,3.44999,3.26347,2.35426,0.696753,4.3386
2.85423,1.39626,1.23453,5.94333,-2.68635,3.45737,3.27299,2.371,0.642018,4.34251
2.85601,1.3988,1.24678,5.91667,-2.66552,3.47919,3.28691,2.37014,0.652044,4.34899
2.86887,1.38948,1.29225,6.56667,-2.66037,3.48227,3.29695,2.37821,0.722908,4.35028
2.86923,1.39147,1.29301,8.32667,-2.664,3.52243,3.31018,2.38201,0.70592,4.35028
2.87224,1.39488,1.27308,8.98333,-2.67037,3.53515,3.32468,2.38157,0.730316,4.35543
